primaryTitle;contentType;status;contentTypeId;statusId;authorId;authorName;alternativeTitles;genreIds;tags;totalChapters;currentChapterNumber;currentChapterLabel;rating;priority;description;comment;notes;rawImportedLine;links;genres
I Am a Hero;Manga;Completed;;;;Kengo HANAZAWA;"[{""Title"":""アイアムアヒーロー"",""Language"":null,""Source"":""Anime-Planet""}]";;"Seinen; Apocalypse; Pandemic; Psychological; Survival; Zombies";;264;;;;The zombie apocalypse has never been more surreal! A mentally unhinged manga artist witnesses the beginning of a zombie outbreak in Tokyo, and he's certain of only two things: he's destined to be the city's hero, and he possesses something very rare in Japan--an actual firearm!;;;123.I Am a Hero 264 ✓;"[{""Url"":""https://www.anime-planet.com/manga/i-am-a-hero"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Horror; Supernatural; Thriller"
Märchen - The Embodiment of Tales;Manga;Reading;;;;Sung-Woo PARK;"[{""Title"":""마루한 구현동화전"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Hiatus; Martial Arts";;107;;;;"Märchen is a young man who was saved from the brink of death by a martial arts master by infusing her Ki into him. However, things take a turn when Märchen has no interest in fighting and aims to live a peaceful life. His ""Master"" then decides to make use of his ability to become stronger simply by reading tales and absorbing the techniques used in them. She introduces a huge library, filled with all kinds of books that record different forms of martial arts and techniques, to him. Märchen picks up a book and begins to read...";;;124.Märchen - The Embodiment of Tales 107;"[{""Url"":""https://www.anime-planet.com/manga/marchen-the-embodiment-of-tales"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy"
Kakao 79%;Manga;Reading;;;;Umi AOI;"[{""Title"":""カカオ79%"",""Language"":null,""Source"":""Anime-Planet""}]";;"Webtoons; Childhood Friends; Full Color; School Life";;176;168;;;Ayano, Tsubasa and Ichinose, Yuu are childhood friends. Since they were kids, they were inseparable. But one day they have to part each other's way because both of them are transferring homes. Clueless of where they will transfer, they were shocked when they see each other going to the same school from the place they transferred in.;;release_frequency=~3;125.Kakao 79% 168 (176) ~3;"[{""Url"":""https://www.anime-planet.com/manga/kakao-79"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Romance"
Rodiura Kurashi;Manga;Reading;;;;Kuchinashi;"[{""Title"":""ロヂウラくらし"",""Language"":null,""Source"":""Anime-Planet""}]";;"Webtoons; Full Color; Poverty";;20;15.9;;;This is the story of two people going through hard times living on a back alley.;;;126.Rodiura Kurashi 15.9 (20);"[{""Url"":""https://www.anime-planet.com/manga/rojiura-kurashi"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Drama; Slice of Life"
Wind Breaker;Manhwa;Reading;;;;Yong-Seuk JO;"[{""Title"":""윈드브레이커"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Cancelled; Cycling; Full Color";;236;168;8;2;Jay is the student president of Sunny high. He is not just a smart student but an extreme biker with high techniques. As you follow his bike, you will meet his friends, love, and adventures.;;release_frequency=~7;127.Wind Breaker 168 (236) ~7 🌟 🌟 💯;"[{""Url"":""https://www.anime-planet.com/manga/wind-breaker"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Drama; Sports"
The Legendary Hero Is Dead!;Manga;Reading;;;;Subaruichi;"[{""Title"":""Yuusha ga Shinda! Murabito no Ore ga Hotta Otoshiana ni Yuusha ga Ochita Kekka."",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""勇者が死んだ! 村人の俺が掘った落とし穴に勇者が落ちた結果"",""Language"":null,""Source"":""Anime-Planet""}]";;"Ecchi; Harem; Adapted to Anime";;172;162;;;Touka is just your average (slightly perverted) farmer in the village of Cheza. While he daydreams about being a hero and getting the girl, the real hero, Sion, is out battling demons that threaten to invade the world! But one day, Touka accidentally kills the hero…?! With the Legendary Hero dead, who’s going to save the world now?! Touka quickly buries Sion’s body to hide the evidence, but wakes up the next day to discover he is no longer in his own body…!!;;release_frequency=~16;128.The Legendary Hero Is Dead! 162 (172) ~16;"[{""Url"":""https://www.anime-planet.com/manga/the-legendary-hero-is-dead"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Comedy; Fantasy; Romance"
Dr. Stone;Manga;Reading;;;;Riichiro INAGAKI;"[{""Title"":""ドクターストーン"",""Language"":null,""Source"":""Anime-Planet""}]";;"Shounen; Educational; Person in a Strange World; Post-apocalyptic; Prehistoric; Survival; Adapted to Anime";;112;111;;;One fateful day, all of humanity was petrified by a blinding flash of light. After several millennia, high schooler Taiju awakens and finds himself lost in a world of statues. However, he's not alone! His science-loving friend Senku's been up and running for a few months and he's got a grand plan in mind—to kickstart civilization with the power of science!;;release_frequency=~8;129.Dr. Stone 111 (112) ~8;"[{""Url"":""https://www.anime-planet.com/manga/dr-stone"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Comedy; Sci Fi"
Slow Life Frontier;Manga;Reading;;;;Zappon;"[{""Title"":""Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Henkyou de Slow Life Suru Koto ni Shimashita"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました"",""Language"":null,""Source"":""Anime-Planet""}]";;"Shounen; Countryside; Demons; Slow Life; Adapted to Anime; Based on a Light Novel";;7;4;;;Set in a fantasy world where people are born with the divine protection of one of many gods, which grants them special abilities. The story centers on Red, born with the protection of the Guide, which grants him only a high initial level. He joins the party of his sister, born with the protection of the Hero, as their party sets out to defeat the Demon Lord. But soon, Red's high level cannot keep up with his lack of equipment, magic, or martial ability, and he is driven out by a fellow party member who claims that he is no true companion. Crestfallen, Red decides to head to the frontier territory of Zoltan, distancing himself from the fateful confrontation with the Demon Lord, and use his skills to start an apothecary to earn money. With a half-elf carpenter and a princess who also couldn't be a party member of the hero, Red begins a relaxed frontier life.;;release_frequency=~35;130.Slow Life Frontier 4 (7) ~35;"[{""Url"":""https://www.anime-planet.com/manga/banished-from-the-heros-party-i-decided-to-live-a-quiet-life-in-the-countryside"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy; Fantasy; Romance; Slice of Life"
Hoshino, Me o Tsubutte;Manga;Reading;;;;Kouhei NAGASHII;"[{""Title"":""Hoshino"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Me wo Tsubutte."",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""星野、目をつぶって。"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Shounen; Art; Opposites Attract; School Club; School Life";;78;73;;;"How did I end up her personal makeup artist...? Kobayakawa was the class outcast; no one remembered his name, and he spent his breaks pretending to nap. But one evening, he saw something none of his classmates had...the popular Misaki Hoshino's real face! That evening-that very moment-his hectic days protecting Hoshino's secret began! Watch lives change in this apathetic boy meets incognito girl story!!";;release_frequency=~35;131.Hoshino, Me o Tsubutte 73 (78) ~35;"[{""Url"":""https://www.anime-planet.com/manga/the-two-faces-of-misaki-hoshino"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Drama; Romance"
Oroka na Tenshi wa Akuma to Odoru;Manga;Reading;;;;Sawayoshi AZUMA;"[{""Title"":""Stupid Angel Dances with the Devil"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""愚かな天使は悪魔と踊る"",""Language"":null,""Source"":""Anime-Planet""}]";;"Seinen; Angels; Demons; Interspecies Relationship; Non-Human Protagonists; School Life; Transfer Students; Adapted to Anime";;24;22;;2;Masatora Akutsu has just transferred into class in Japan from a long way away - all the way from Hell, to be exact. Akutsu is a demon who's come to Earth to find someone who can motivate the forces of Hell to fight back against the invading Heavenly army. He immediately sets his sights on one of his classmates, the kind and beautiful Lily Amane, but ends up in way over his head when it turns out Lily has some secrets of her own!;;release_frequency=~26;132.Oroka na Tenshi wa Akuma to Odoru 22 (24) ~26, 🌟 🌟;"[{""Url"":""https://www.anime-planet.com/manga/oroka-na-tenshi-wa-akuma-to-odoru"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Romance; Supernatural"
Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?;Manga;Reading;;;;Ghost MIKAWA;"[{""Title"":""自称Ｆランクのお兄さまがゲームで評価される学園の頂点に君臨するそうですよ？"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Dear Self-styled F rank bro' says"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""he's gonna rule a game-oriented school."",""Language"":null,""Source"":""Anime-Planet""}]";;"Ecchi; Seinen; Brother Complex; Gambling; High Stakes Games; PVP; School Life; Siblings; Transfer Students; Based on a Light Novel";;13;12;;1;Shishio Academy is a prestigious, the best school in Japan, in which only the elite of such fields as study, sports, pedigree can study. But in reality it is a school of principles of “devouring the weak by the strong”, where everything is measured by the results of the games. This is a massacre in which only a definite winner can survive. Guren is a legend of the shadow world, conquering and invincible, and at the same time he wants to start a normal, carefree life. He fails the entrance exams to the academy on purpose, therefore, following his results, he qualifies as the lowest grade F. However, after reuniting with his younger sister Karen, the situation changes dramatically. And when his sister is in danger, he shows his true abilities!;;release_frequency=~40;133.Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo? 12 (13) ~40 🌟;"[{""Url"":""https://www.anime-planet.com/manga/jishou-f-rank-no-oniisama-ga-game-de-hyouka-sareru-gakuen-no-chouten-ni-kunrin-suru-sou-desu-yo"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";
My House is a Magic Power Spot;Manga;Reading;;;;Shiroichi AMAUI;"[{""Title"":""My House is a Magic Power Spot: Just by Living there I Become the Strongest in the World"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""俺の家が魔力スポットだった件~住んでいるだけで世界最強~"",""Language"":null,""Source"":""Anime-Planet""}]";;"Shounen; Dragons; Isekai; Magic; Overpowered Main Characters; Person in a Strange World; Summoned Into Another World; Based on a Light Novel";;30;29;;1;Living carefree at home is the greatest shortcut---My House is the world's greatest Magic Power Spot, that being the case both my house and I were summoned to another world by some guys who are aiming for it. However, I've been living in this place for many years and my body is, apparently, abnormally overflowing with magic. Due to some unforeseen circumstances by those guys who summoned me, they quickly ran away. Be that as it may, there are some ill-mannered people who covet the magic leaking out of my house.;;release_frequency=~11;134.My House is a Magic Power Spot 29 (30) ~11 🌟;"[{""Url"":""https://www.anime-planet.com/manga/ore-no-ie-ga-maryoku-spot-datta-ken-sun-de-iru-dake-de-sekai-saikyou"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy; Fantasy"
Class ga Isekai Shoukan sareta Naka Ore dake;Manga;Reading;;;;Southern Terrace;"[{""Title"":""My Entire Class Was Summoned to Another World Except for Me"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""クラスが異世界召喚されたなか俺だけ残ったんですが"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Shounen; Cheats; Contemporary Fantasy; Game Elements; Magic; Overpowered Main Characters; School Life; Urban Fantasy; Based on a Light Novel";;15;14;;1;A god of a different world had abruptly appeared in Kamiya Yato's classroom and forcibly summoned the entire class to his world... except for him—because he was sleeping in a seat in the corner of the class, the round summoning magic circle didn't reach him—and he ended up staying here on Earth, but with brand-new skills. After he made it through a whole year full of police interviews and journalism reports, he finally became a high school student, but the quiet days he had hoped for were far from over—be it terrorists who decide to occupy his school or even monsters from different world, one by one new incidents take place in the town he lives in...Will a boy without any motivation be able to save the world?;;release_frequency=~42;135.Class ga Isekai Shoukan sareta Naka Ore dake 14 (15) ~42 🌟;"[{""Url"":""https://www.anime-planet.com/manga/class-ga-isekai-shoukansareta-naka-ore-dake-nokottan-desu-ga"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy; Fantasy; Romance"
